"HID","trainpred1","trainpred2","trainpred3","trainpred4","trainpred5","trainpred6","trainpred7","trainpred8","trainpred9","trainpred10","trainpreds_mean"
62096,4.92142122976616e-06,8.48315291971314e-08,0.999898938002577,1.23344260359065e-09,0.937400136956958,0.715084842943448,0.366513472431909,NA,0.986777388875955,0.764757964691494,0.530048639043171
62097,4.06612771865852e-05,2.6470419688109e-07,0.999852797341245,3.10185547044441e-09,0.949773985633137,0.751060229212326,0.268284289908185,NA,0.998217484400595,0.829512400591674,0.532971346241155
62098,0.00520649805001432,1.21546066974861e-05,0.99677294504549,1.97727628527733e-08,0.977503533860231,0.569627311966633,0.105010948250294,NA,0.999285172121515,0.685408845610167,0.482091936587089
62099,0.0139175378944166,0.00135801813261357,0.0773661476575263,3.99797225797237e-07,0.686254772768034,0.133789597781127,0.047899213814349,NA,0.958337127457859,0.102085013622351,0.224556425436167
62100,0.126737246329577,0.379892764200354,5.21422215091053e-05,1.26560674123611e-07,0.0877847338926993,0.0180977390135211,0.0117965030641609,NA,0.00434376167410148,0.0103475336412788,0.0710058389553195
62101,0.0127814835897384,0.976697124316552,0.000313570262922187,1.10299476650491e-06,0.0637906945838536,0.0692840397174186,0.0139090165709283,NA,0.000734785214148269,0.00176955382295375,0.126586819008142
62102,0.0134295069589089,0.968118024509348,0.00799498506122075,2.47787806578469e-07,0.766267845166971,0.337386350132113,0.00383110784790602,NA,2.01619094202732e-06,0.00115608082735975,0.233131796053619
62103,0.00107011714971461,0.793207502758135,2.64370566183438e-05,5.00801705069068e-07,0.000395650778829295,0.0143321119295403,0.000317224181076288,NA,2.95259588082109e-07,2.13218326582489e-06,0.0899279968998303
62104,0.000494799275179157,0.00483271543970654,2.48838526843414e-08,3.0968890490647e-10,1.48320452783158e-07,2.88450344730344e-06,2.02613719626802e-07,NA,2.23728027873208e-12,2.1958619180888e-09,0.000592308616016244
62109,2.28293363677056e-05,0.00590347883998561,1.19144066180081e-11,3.84376994326374e-12,0.000365037566381802,NA,3.12439183320813e-09,0.0266861049311056,0.000493021282069745,5.41796804508154e-08,0.00371894769730455
62160,NA,2.41941443510907e-07,0.01341357335637,4.0811085014728e-09,0.109385649628769,0.00277569033759601,0.0303161806919879,1.74188186732148e-07,0.0200463548172597,0.0221559237122865,0.0220104214172231
62161,NA,7.00177448213989e-07,0.0308573446145597,6.58242237102562e-09,0.312546853305003,0.0116987785072342,0.092593263159446,8.61840566582517e-07,0.0308696481786132,0.0628477831805792,0.0601572488384303
62162,NA,1.11004552473009e-06,0.0401459046238503,6.97967926766923e-09,0.371666010775979,0.0269095945357071,0.174080953779046,1.73443314964792e-06,0.0637791385320497,0.0844122640397773,0.0845551908605292
62163,NA,1.15916910769793e-06,0.0311945209426956,5.17767282886082e-09,0.246684225457127,0.027952635987535,0.188203264559509,1.50951196382249e-06,0.10078173339427,0.0703023455039374,0.0739023777448687
62164,NA,6.76106216002379e-07,0.0393777440975361,3.42113006940654e-09,0.0692900110567833,0.0173777947725834,0.123404499951647,3.65756277873526e-07,0.0651640297279394,0.0745437024839552,0.0432398697082298
62165,NA,1.16519473926039e-06,0.178962504183537,5.28034546258638e-09,0.271970492932575,0.0492343298288074,0.529673715770151,2.20648573061586e-07,0.193928907305181,0.218492105763036,0.160251494100772
62166,NA,1.74163511295395e-06,0.48240654592397,7.5097988162912e-09,0.669073733491683,0.119095434644913,0.85854121779845,1.23369501297299e-07,0.469896905335067,0.458783167255629,0.339755430773792
62167,NA,3.6703234358346e-07,0.863213812795458,3.51376196039553e-09,0.777531186826211,0.177610914699064,0.871962824113487,2.30178674856366e-08,0.686713446241044,0.447785452263848,0.42497978116701
62168,NA,9.62653073367734e-08,0.944845744125971,1.88318707560996e-09,0.753900276544711,0.233812083421149,0.780497202740405,4.11172762661980e-09,0.739099388732962,0.427576174625744,0.43108121916124
